,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months_sels,City name,total_seals_per_months,sell Hour,sell Munites,Time Frequency,Grouped_products
171354,275952,ThinkPad Laptop,1,999.99,2019-10-19 19:34:00,"964 14th St, Dallas, TX 75001",10,  Dallas (TX),999.99,19,34,1,"ThinkPad Laptop,Flatscreen TV"
171355,275952,Flatscreen TV,1,300.0,2019-10-19 19:34:00,"964 14th St, Dallas, TX 75001",10,  Dallas (TX),300.0,19,34,1,"ThinkPad Laptop,Flatscreen TV"
171362,275959,Wired Headphones,2,11.99,2019-10-22 12:37:00,"524 Willow St, San Francisco, CA 94016",10,  San Francisco (CA),23.98,12,37,1,"Wired Headphones,27in 4K Gaming Monitor"
171363,275959,27in 4K Gaming Monitor,1,389.99,2019-10-22 12:37:00,"524 Willow St, San Francisco, CA 94016",10,  San Francisco (CA),389.99,12,37,1,"Wired Headphones,27in 4K Gaming Monitor"
171379,275975,Google Phone,1,600.0,2019-10-27 08:59:00,"850 13th St, Boston, MA 02215",10,  Boston (MA),600.0,8,59,1,"Google Phone,Bose SoundSport Headphones"
171380,275975,Bose SoundSport Headphones,1,99.99,2019-10-27 08:59:00,"850 13th St, Boston, MA 02215",10,  Boston (MA),99.99,8,59,1,"Google Phone,Bose SoundSport Headphones"
171384,275979,Vareebadd Phone,1,400.0,2019-10-02 12:51:00,"163 11th St, Atlanta, GA 30301",10,  Atlanta (GA),400.0,12,51,1,"Vareebadd Phone,USB-C Charging Cable"
171385,275979,USB-C Charging Cable,2,11.95,2019-10-02 12:51:00,"163 11th St, Atlanta, GA 30301",10,  Atlanta (GA),23.9,12,51,1,"Vareebadd Phone,USB-C Charging Cable"
171454,276048,iPhone,1,700.0,2019-10-03 23:03:00,"360 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),700.0,23,3,1,"iPhone,Lightning Charging Cable"
171455,276048,Lightning Charging Cable,1,14.95,2019-10-03 23:03:00,"360 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),14.95,23,3,1,"iPhone,Lightning Charging Cable"
171486,276079,iPhone,1,700.0,2019-10-06 15:41:00,"37 4th St, Los Angeles, CA 90001",10,  Los Angeles (CA),700.0,15,41,1,"iPhone,Lightning Charging Cable"
171487,276079,Lightning Charging Cable,1,14.95,2019-10-06 15:41:00,"37 4th St, Los Angeles, CA 90001",10,  Los Angeles (CA),14.95,15,41,1,"iPhone,Lightning Charging Cable"
171491,276083,iPhone,1,700.0,2019-10-19 13:24:00,"545 2nd St, San Francisco, CA 94016",10,  San Francisco (CA),700.0,13,24,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
171492,276083,Apple Airpods Headphones,1,150.0,2019-10-19 13:24:00,"545 2nd St, San Francisco, CA 94016",10,  San Francisco (CA),150.0,13,24,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
171493,276083,Wired Headphones,1,11.99,2019-10-19 13:24:00,"545 2nd St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,13,24,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
171542,276132,ThinkPad Laptop,1,999.99,2019-10-16 20:15:00,"190 8th St, Los Angeles, CA 90001",10,  Los Angeles (CA),999.99,20,15,1,"ThinkPad Laptop,USB-C Charging Cable"
171543,276132,USB-C Charging Cable,1,11.95,2019-10-16 20:15:00,"190 8th St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.95,20,15,1,"ThinkPad Laptop,USB-C Charging Cable"
171557,276146,Apple Airpods Headphones,1,150.0,2019-10-02 05:35:00,"731 North St, New York City, NY 10001",10,  New York City (NY),150.0,5,35,1,"Apple Airpods Headphones,AA Batteries (4-pack)"
171558,276146,AA Batteries (4-pack),1,3.84,2019-10-02 05:35:00,"731 North St, New York City, NY 10001",10,  New York City (NY),3.84,5,35,1,"Apple Airpods Headphones,AA Batteries (4-pack)"
171637,276225,AAA Batteries (4-pack),1,2.99,2019-10-21 20:05:00,"803 8th St, Portland, OR 97035",10,  Portland (OR),2.99,20,5,1,"AAA Batteries (4-pack),Flatscreen TV"
171638,276225,Flatscreen TV,1,300.0,2019-10-21 20:05:00,"803 8th St, Portland, OR 97035",10,  Portland (OR),300.0,20,5,1,"AAA Batteries (4-pack),Flatscreen TV"
171651,276238,AAA Batteries (4-pack),1,2.99,2019-10-01 21:00:00,"64 Pine St, Austin, TX 73301",10,  Austin (TX),2.99,21,0,1,"AAA Batteries (4-pack),LG Dryer"
171652,276238,LG Dryer,1,600.0,2019-10-01 21:00:00,"64 Pine St, Austin, TX 73301",10,  Austin (TX),600.0,21,0,1,"AAA Batteries (4-pack),LG Dryer"
171654,276240,Bose SoundSport Headphones,1,99.99,2019-10-05 09:56:00,"43 Dogwood St, San Francisco, CA 94016",10,  San Francisco (CA),99.99,9,56,1,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
171655,276240,AAA Batteries (4-pack),2,2.99,2019-10-05 09:56:00,"43 Dogwood St, San Francisco, CA 94016",10,  San Francisco (CA),5.98,9,56,1,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
171664,276249,Google Phone,1,600.0,2019-10-10 15:02:00,"722 Cherry St, San Francisco, CA 94016",10,  San Francisco (CA),600.0,15,2,1,"Google Phone,USB-C Charging Cable"
171665,276249,USB-C Charging Cable,2,11.95,2019-10-10 15:02:00,"722 Cherry St, San Francisco, CA 94016",10,  San Francisco (CA),23.9,15,2,1,"Google Phone,USB-C Charging Cable"
171708,276292,Vareebadd Phone,1,400.0,2019-10-10 23:16:00,"614 Spruce St, Boston, MA 02215",10,  Boston (MA),400.0,23,16,1,"Vareebadd Phone,USB-C Charging Cable"
171709,276292,USB-C Charging Cable,1,11.95,2019-10-10 23:16:00,"614 Spruce St, Boston, MA 02215",10,  Boston (MA),11.95,23,16,1,"Vareebadd Phone,USB-C Charging Cable"
171749,276332,Lightning Charging Cable,1,14.95,2019-10-09 17:11:00,"219 River St, Boston, MA 02215",10,  Boston (MA),14.95,17,11,1,"Lightning Charging Cable,Bose SoundSport Headphones"
171750,276332,Bose SoundSport Headphones,2,99.99,2019-10-09 17:11:00,"219 River St, Boston, MA 02215",10,  Boston (MA),199.98,17,11,1,"Lightning Charging Cable,Bose SoundSport Headphones"
171775,276357,AAA Batteries (4-pack),1,2.99,2019-10-27 16:25:00,"410 Dogwood St, Los Angeles, CA 90001",10,  Los Angeles (CA),2.99,16,25,1,"AAA Batteries (4-pack),27in FHD Monitor"
171776,276357,27in FHD Monitor,1,149.99,2019-10-27 16:25:00,"410 Dogwood St, Los Angeles, CA 90001",10,  Los Angeles (CA),149.99,16,25,1,"AAA Batteries (4-pack),27in FHD Monitor"
171812,276393,AA Batteries (4-pack),2,3.84,2019-10-12 09:03:00,"259 South St, Atlanta, GA 30301",10,  Atlanta (GA),7.68,9,3,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
171813,276393,AA Batteries (4-pack),1,3.84,2019-10-12 09:03:00,"259 South St, Atlanta, GA 30301",10,  Atlanta (GA),3.84,9,3,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
171847,276427,Google Phone,1,600.0,2019-10-11 09:25:00,"497 Forest St, New York City, NY 10001",10,  New York City (NY),600.0,9,25,1,"Google Phone,Bose SoundSport Headphones"
171848,276427,Bose SoundSport Headphones,1,99.99,2019-10-11 09:25:00,"497 Forest St, New York City, NY 10001",10,  New York City (NY),99.99,9,25,1,"Google Phone,Bose SoundSport Headphones"
171897,276476,Flatscreen TV,1,300.0,2019-10-16 00:16:00,"930 Main St, New York City, NY 10001",10,  New York City (NY),300.0,0,16,1,"Flatscreen TV,34in Ultrawide Monitor"
171898,276476,34in Ultrawide Monitor,1,379.99,2019-10-16 00:16:00,"930 Main St, New York City, NY 10001",10,  New York City (NY),379.99,0,16,1,"Flatscreen TV,34in Ultrawide Monitor"
171902,276480,Google Phone,1,600.0,2019-10-12 01:11:00,"751 Adams St, Seattle, WA 98101",10,  Seattle (WA),600.0,1,11,1,"Google Phone,Bose SoundSport Headphones"
171903,276480,Bose SoundSport Headphones,1,99.99,2019-10-12 01:11:00,"751 Adams St, Seattle, WA 98101",10,  Seattle (WA),99.99,1,11,1,"Google Phone,Bose SoundSport Headphones"
171938,276515,AAA Batteries (4-pack),1,2.99,2019-10-11 19:44:00,"565 2nd St, New York City, NY 10001",10,  New York City (NY),2.99,19,44,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
171939,276515,AA Batteries (4-pack),1,3.84,2019-10-11 19:44:00,"565 2nd St, New York City, NY 10001",10,  New York City (NY),3.84,19,44,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
171961,276537,Wired Headphones,1,11.99,2019-10-15 19:09:00,"807 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.99,19,9,1,"Wired Headphones,Bose SoundSport Headphones"
171962,276537,Bose SoundSport Headphones,1,99.99,2019-10-15 19:09:00,"807 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),99.99,19,9,1,"Wired Headphones,Bose SoundSport Headphones"
171998,276573,iPhone,1,700.0,2019-10-05 01:31:00,"979 Meadow St, Portland, OR 97035",10,  Portland (OR),700.0,1,31,1,"iPhone,Apple Airpods Headphones"
171999,276573,Apple Airpods Headphones,1,150.0,2019-10-05 01:31:00,"979 Meadow St, Portland, OR 97035",10,  Portland (OR),150.0,1,31,1,"iPhone,Apple Airpods Headphones"
172004,276578,Google Phone,1,600.0,2019-10-13 13:50:00,"449 5th St, San Francisco, CA 94016",10,  San Francisco (CA),600.0,13,50,1,"Google Phone,Wired Headphones"
172005,276578,Wired Headphones,1,11.99,2019-10-13 13:50:00,"449 5th St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,13,50,1,"Google Phone,Wired Headphones"
172049,276622,Wired Headphones,1,11.99,2019-10-09 17:35:00,"959 River St, Dallas, TX 75001",10,  Dallas (TX),11.99,17,35,1,"Wired Headphones,20in Monitor"
172050,276622,20in Monitor,1,109.99,2019-10-09 17:35:00,"959 River St, Dallas, TX 75001",10,  Dallas (TX),109.99,17,35,1,"Wired Headphones,20in Monitor"
172120,276692,20in Monitor,1,109.99,2019-10-23 10:52:00,"939 River St, Atlanta, GA 30301",10,  Atlanta (GA),109.99,10,52,1,"20in Monitor,20in Monitor"
172121,276692,20in Monitor,1,109.99,2019-10-23 10:52:00,"939 River St, Atlanta, GA 30301",10,  Atlanta (GA),109.99,10,52,1,"20in Monitor,20in Monitor"
172137,276708,Google Phone,1,600.0,2019-10-22 13:24:00,"274 West St, San Francisco, CA 94016",10,  San Francisco (CA),600.0,13,24,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
172138,276708,Bose SoundSport Headphones,1,99.99,2019-10-22 13:24:00,"274 West St, San Francisco, CA 94016",10,  San Francisco (CA),99.99,13,24,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
172139,276708,Wired Headphones,2,11.99,2019-10-22 13:24:00,"274 West St, San Francisco, CA 94016",10,  San Francisco (CA),23.98,13,24,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
172219,276788,Wired Headphones,1,11.99,2019-10-12 20:24:00,"378 North St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,20,24,1,"Wired Headphones,AAA Batteries (4-pack)"
172220,276788,AAA Batteries (4-pack),1,2.99,2019-10-12 20:24:00,"378 North St, San Francisco, CA 94016",10,  San Francisco (CA),2.99,20,24,1,"Wired Headphones,AAA Batteries (4-pack)"
172242,276810,USB-C Charging Cable,1,11.95,2019-10-30 16:15:00,"432 Walnut St, Seattle, WA 98101",10,  Seattle (WA),11.95,16,15,1,"USB-C Charging Cable,USB-C Charging Cable"
172243,276810,USB-C Charging Cable,1,11.95,2019-10-30 16:15:00,"432 Walnut St, Seattle, WA 98101",10,  Seattle (WA),11.95,16,15,1,"USB-C Charging Cable,USB-C Charging Cable"
172272,276839,Apple Airpods Headphones,1,150.0,2019-10-16 21:16:00,"374 Center St, Los Angeles, CA 90001",10,  Los Angeles (CA),150.0,21,16,1,"Apple Airpods Headphones,Wired Headphones"
172273,276839,Wired Headphones,1,11.99,2019-10-16 21:16:00,"374 Center St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.99,21,16,1,"Apple Airpods Headphones,Wired Headphones"
172281,276847,AAA Batteries (4-pack),4,2.99,2019-10-01 05:03:00,"907 Meadow St, Portland, OR 97035",10,  Portland (OR),11.96,5,3,1,"AAA Batteries (4-pack),Wired Headphones"
172282,276847,Wired Headphones,2,11.99,2019-10-01 05:03:00,"907 Meadow St, Portland, OR 97035",10,  Portland (OR),23.98,5,3,1,"AAA Batteries (4-pack),Wired Headphones"
172283,276848,iPhone,1,700.0,2019-10-13 20:09:00,"319 12th St, New York City, NY 10001",10,  New York City (NY),700.0,20,9,1,"iPhone,Lightning Charging Cable"
172284,276848,Lightning Charging Cable,1,14.95,2019-10-13 20:09:00,"319 12th St, New York City, NY 10001",10,  New York City (NY),14.95,20,9,1,"iPhone,Lightning Charging Cable"
172315,276879,27in FHD Monitor,1,149.99,2019-10-13 16:42:00,"176 West St, Boston, MA 02215",10,  Boston (MA),149.99,16,42,1,"27in FHD Monitor,Apple Airpods Headphones"
172316,276879,Apple Airpods Headphones,1,150.0,2019-10-13 16:42:00,"176 West St, Boston, MA 02215",10,  Boston (MA),150.0,16,42,1,"27in FHD Monitor,Apple Airpods Headphones"
172324,276887,iPhone,1,700.0,2019-10-27 05:35:00,"571 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),700.0,5,35,1,"iPhone,Lightning Charging Cable,Wired Headphones"
172325,276887,Lightning Charging Cable,1,14.95,2019-10-27 05:35:00,"571 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),14.95,5,35,1,"iPhone,Lightning Charging Cable,Wired Headphones"
172326,276887,Wired Headphones,1,11.99,2019-10-27 05:35:00,"571 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,5,35,1,"iPhone,Lightning Charging Cable,Wired Headphones"
172332,276893,AAA Batteries (4-pack),1,2.99,2019-10-01 15:52:00,"269 Wilson St, New York City, NY 10001",10,  New York City (NY),2.99,15,52,1,"AAA Batteries (4-pack),27in FHD Monitor"
172333,276893,27in FHD Monitor,1,149.99,2019-10-01 15:52:00,"269 Wilson St, New York City, NY 10001",10,  New York City (NY),149.99,15,52,1,"AAA Batteries (4-pack),27in FHD Monitor"
172358,276918,Wired Headphones,1,11.99,2019-10-27 18:02:00,"405 9th St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,18,2,1,"Wired Headphones,Vareebadd Phone"
172359,276918,Vareebadd Phone,1,400.0,2019-10-27 18:02:00,"405 9th St, San Francisco, CA 94016",10,  San Francisco (CA),400.0,18,2,1,"Wired Headphones,Vareebadd Phone"
172366,276925,iPhone,1,700.0,2019-10-03 15:56:00,"357 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),700.0,15,56,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
172367,276925,Apple Airpods Headphones,1,150.0,2019-10-03 15:56:00,"357 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),150.0,15,56,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
172368,276925,Wired Headphones,1,11.99,2019-10-03 15:56:00,"357 Sunset St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,15,56,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
172384,276941,Bose SoundSport Headphones,1,99.99,2019-10-05 17:12:00,"537 Jackson St, Atlanta, GA 30301",10,  Atlanta (GA),99.99,17,12,1,"Bose SoundSport Headphones,Lightning Charging Cable"
172385,276941,Lightning Charging Cable,1,14.95,2019-10-05 17:12:00,"537 Jackson St, Atlanta, GA 30301",10,  Atlanta (GA),14.95,17,12,1,"Bose SoundSport Headphones,Lightning Charging Cable"
172478,277034,Google Phone,1,600.0,2019-10-07 13:11:00,"418 12th St, Los Angeles, CA 90001",10,  Los Angeles (CA),600.0,13,11,1,"Google Phone,USB-C Charging Cable"
172479,277034,USB-C Charging Cable,1,11.95,2019-10-07 13:11:00,"418 12th St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.95,13,11,1,"Google Phone,USB-C Charging Cable"
172489,277044,Apple Airpods Headphones,1,150.0,2019-10-16 11:05:00,"204 Jefferson St, San Francisco, CA 94016",10,  San Francisco (CA),150.0,11,5,1,"Apple Airpods Headphones,Apple Airpods Headphones"
172490,277044,Apple Airpods Headphones,1,150.0,2019-10-16 11:05:00,"204 Jefferson St, San Francisco, CA 94016",10,  San Francisco (CA),150.0,11,5,1,"Apple Airpods Headphones,Apple Airpods Headphones"
172507,277061,Macbook Pro Laptop,1,1700.0,2019-10-25 04:38:00,"244 Chestnut St, San Francisco, CA 94016",10,  San Francisco (CA),1700.0,4,38,1,"Macbook Pro Laptop,Bose SoundSport Headphones"
172508,277061,Bose SoundSport Headphones,1,99.99,2019-10-25 04:38:00,"244 Chestnut St, San Francisco, CA 94016",10,  San Francisco (CA),99.99,4,38,1,"Macbook Pro Laptop,Bose SoundSport Headphones"
172512,277065,Wired Headphones,1,11.99,2019-10-14 06:03:00,"430 South St, Dallas, TX 75001",10,  Dallas (TX),11.99,6,3,1,"Wired Headphones,34in Ultrawide Monitor"
172513,277065,34in Ultrawide Monitor,1,379.99,2019-10-14 06:03:00,"430 South St, Dallas, TX 75001",10,  Dallas (TX),379.99,6,3,1,"Wired Headphones,34in Ultrawide Monitor"
172529,277081,Flatscreen TV,1,300.0,2019-10-27 10:33:00,"301 12th St, Portland, ME 04101",10,  Portland (ME),300.0,10,33,1,"Flatscreen TV,Flatscreen TV"
172530,277081,Flatscreen TV,1,300.0,2019-10-27 10:33:00,"301 12th St, Portland, ME 04101",10,  Portland (ME),300.0,10,33,1,"Flatscreen TV,Flatscreen TV"
172551,277102,iPhone,1,700.0,2019-10-24 04:57:00,"559 Johnson St, Portland, OR 97035",10,  Portland (OR),700.0,4,57,1,"iPhone,Apple Airpods Headphones"
172552,277102,Apple Airpods Headphones,1,150.0,2019-10-24 04:57:00,"559 Johnson St, Portland, OR 97035",10,  Portland (OR),150.0,4,57,1,"iPhone,Apple Airpods Headphones"
172555,277105,Google Phone,1,600.0,2019-10-29 11:24:00,"544 Jackson St, New York City, NY 10001",10,  New York City (NY),600.0,11,24,1,"Google Phone,USB-C Charging Cable"
172556,277105,USB-C Charging Cable,1,11.95,2019-10-29 11:24:00,"544 Jackson St, New York City, NY 10001",10,  New York City (NY),11.95,11,24,1,"Google Phone,USB-C Charging Cable"
172587,277136,AA Batteries (4-pack),2,3.84,2019-10-28 12:18:00,"409 Hickory St, Dallas, TX 75001",10,  Dallas (TX),7.68,12,18,1,"AA Batteries (4-pack),34in Ultrawide Monitor"
172588,277136,34in Ultrawide Monitor,1,379.99,2019-10-28 12:18:00,"409 Hickory St, Dallas, TX 75001",10,  Dallas (TX),379.99,12,18,1,"AA Batteries (4-pack),34in Ultrawide Monitor"
172599,277147,Wired Headphones,1,11.99,2019-10-10 09:29:00,"863 Lincoln St, New York City, NY 10001",10,  New York City (NY),11.99,9,29,1,"Wired Headphones,USB-C Charging Cable"
172600,277147,USB-C Charging Cable,1,11.95,2019-10-10 09:29:00,"863 Lincoln St, New York City, NY 10001",10,  New York City (NY),11.95,9,29,1,"Wired Headphones,USB-C Charging Cable"
172650,277197,Wired Headphones,1,11.99,2019-10-19 20:52:00,"465 Maple St, Dallas, TX 75001",10,  Dallas (TX),11.99,20,52,1,"Wired Headphones,27in FHD Monitor"
172651,277197,27in FHD Monitor,1,149.99,2019-10-19 20:52:00,"465 Maple St, Dallas, TX 75001",10,  Dallas (TX),149.99,20,52,1,"Wired Headphones,27in FHD Monitor"
172665,277211,AA Batteries (4-pack),1,3.84,2019-10-16 06:54:00,"421 7th St, San Francisco, CA 94016",10,  San Francisco (CA),3.84,6,54,1,"AA Batteries (4-pack),USB-C Charging Cable"
172666,277211,USB-C Charging Cable,1,11.95,2019-10-16 06:54:00,"421 7th St, San Francisco, CA 94016",10,  San Francisco (CA),11.95,6,54,1,"AA Batteries (4-pack),USB-C Charging Cable"
172674,277219,Lightning Charging Cable,1,14.95,2019-10-13 13:48:00,"349 Lincoln St, Los Angeles, CA 90001",10,  Los Angeles (CA),14.95,13,48,1,"Lightning Charging Cable,Wired Headphones"
172675,277219,Wired Headphones,2,11.99,2019-10-13 13:48:00,"349 Lincoln St, Los Angeles, CA 90001",10,  Los Angeles (CA),23.98,13,48,1,"Lightning Charging Cable,Wired Headphones"
172700,277244,34in Ultrawide Monitor,1,379.99,2019-10-22 20:00:00,"33 North St, San Francisco, CA 94016",10,  San Francisco (CA),379.99,20,0,1,"34in Ultrawide Monitor,AA Batteries (4-pack)"
172701,277244,AA Batteries (4-pack),1,3.84,2019-10-22 20:00:00,"33 North St, San Francisco, CA 94016",10,  San Francisco (CA),3.84,20,0,1,"34in Ultrawide Monitor,AA Batteries (4-pack)"
172708,277251,Google Phone,1,600.0,2019-10-16 15:07:00,"705 Washington St, Los Angeles, CA 90001",10,  Los Angeles (CA),600.0,15,7,1,"Google Phone,USB-C Charging Cable"
172709,277251,USB-C Charging Cable,1,11.95,2019-10-16 15:07:00,"705 Washington St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.95,15,7,1,"Google Phone,USB-C Charging Cable"
172727,277269,Lightning Charging Cable,1,14.95,2019-10-05 22:42:00,"956 Lincoln St, San Francisco, CA 94016",10,  San Francisco (CA),14.95,22,42,1,"Lightning Charging Cable,USB-C Charging Cable"
172728,277269,USB-C Charging Cable,1,11.95,2019-10-05 22:42:00,"956 Lincoln St, San Francisco, CA 94016",10,  San Francisco (CA),11.95,22,42,1,"Lightning Charging Cable,USB-C Charging Cable"
172740,277281,Google Phone,1,600.0,2019-10-06 02:52:00,"765 West St, Seattle, WA 98101",10,  Seattle (WA),600.0,2,52,1,"Google Phone,USB-C Charging Cable"
172741,277281,USB-C Charging Cable,1,11.95,2019-10-06 02:52:00,"765 West St, Seattle, WA 98101",10,  Seattle (WA),11.95,2,52,1,"Google Phone,USB-C Charging Cable"
172771,277311,Google Phone,1,600.0,2019-10-24 15:42:00,"952 5th St, Portland, OR 97035",10,  Portland (OR),600.0,15,42,1,"Google Phone,USB-C Charging Cable"
172772,277311,USB-C Charging Cable,1,11.95,2019-10-24 15:42:00,"952 5th St, Portland, OR 97035",10,  Portland (OR),11.95,15,42,1,"Google Phone,USB-C Charging Cable"
172807,277346,Lightning Charging Cable,1,14.95,2019-10-28 22:23:00,"838 Elm St, San Francisco, CA 94016",10,  San Francisco (CA),14.95,22,23,1,"Lightning Charging Cable,AA Batteries (4-pack)"
172808,277346,AA Batteries (4-pack),1,3.84,2019-10-28 22:23:00,"838 Elm St, San Francisco, CA 94016",10,  San Francisco (CA),3.84,22,23,1,"Lightning Charging Cable,AA Batteries (4-pack)"
172811,277349,Google Phone,1,600.0,2019-10-29 17:48:00,"990 Lincoln St, Boston, MA 02215",10,  Boston (MA),600.0,17,48,1,"Google Phone,USB-C Charging Cable"
172812,277349,USB-C Charging Cable,1,11.95,2019-10-29 17:48:00,"990 Lincoln St, Boston, MA 02215",10,  Boston (MA),11.95,17,48,1,"Google Phone,USB-C Charging Cable"
172827,277364,Google Phone,1,600.0,2019-10-26 14:36:00,"997 Hickory St, Portland, OR 97035",10,  Portland (OR),600.0,14,36,1,"Google Phone,USB-C Charging Cable"
172828,277364,USB-C Charging Cable,1,11.95,2019-10-26 14:36:00,"997 Hickory St, Portland, OR 97035",10,  Portland (OR),11.95,14,36,1,"Google Phone,USB-C Charging Cable"
172896,277432,USB-C Charging Cable,1,11.95,2019-10-07 20:34:00,"334 Washington St, Portland, OR 97035",10,  Portland (OR),11.95,20,34,1,"USB-C Charging Cable,Wired Headphones"
172897,277432,Wired Headphones,1,11.99,2019-10-07 20:34:00,"334 Washington St, Portland, OR 97035",10,  Portland (OR),11.99,20,34,1,"USB-C Charging Cable,Wired Headphones"
172925,277460,iPhone,1,700.0,2019-10-12 02:00:00,"213 Sunset St, Seattle, WA 98101",10,  Seattle (WA),700.0,2,0,1,"iPhone,Apple Airpods Headphones"
172926,277460,Apple Airpods Headphones,1,150.0,2019-10-12 02:00:00,"213 Sunset St, Seattle, WA 98101",10,  Seattle (WA),150.0,2,0,1,"iPhone,Apple Airpods Headphones"
172973,277507,iPhone,1,700.0,2019-10-18 13:06:00,"727 Highland St, Los Angeles, CA 90001",10,  Los Angeles (CA),700.0,13,6,1,"iPhone,Wired Headphones"
172974,277507,Wired Headphones,1,11.99,2019-10-18 13:06:00,"727 Highland St, Los Angeles, CA 90001",10,  Los Angeles (CA),11.99,13,6,1,"iPhone,Wired Headphones"
172992,277525,Google Phone,1,600.0,2019-10-07 20:37:00,"262 14th St, New York City, NY 10001",10,  New York City (NY),600.0,20,37,1,"Google Phone,USB-C Charging Cable"
172993,277525,USB-C Charging Cable,1,11.95,2019-10-07 20:37:00,"262 14th St, New York City, NY 10001",10,  New York City (NY),11.95,20,37,1,"Google Phone,USB-C Charging Cable"
173016,277548,LG Dryer,1,600.0,2019-10-06 04:45:00,"455 River St, Atlanta, GA 30301",10,  Atlanta (GA),600.0,4,45,1,"LG Dryer,27in 4K Gaming Monitor"
173017,277548,27in 4K Gaming Monitor,1,389.99,2019-10-06 04:45:00,"455 River St, Atlanta, GA 30301",10,  Atlanta (GA),389.99,4,45,1,"LG Dryer,27in 4K Gaming Monitor"
173047,277578,Macbook Pro Laptop,1,1700.0,2019-10-09 21:13:00,"400 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),1700.0,21,13,1,"Macbook Pro Laptop,Lightning Charging Cable"
173048,277578,Lightning Charging Cable,1,14.95,2019-10-09 21:13:00,"400 Hill St, Los Angeles, CA 90001",10,  Los Angeles (CA),14.95,21,13,1,"Macbook Pro Laptop,Lightning Charging Cable"
173055,277585,Google Phone,1,600.0,2019-10-02 15:28:00,"739 Jefferson St, Portland, OR 97035",10,  Portland (OR),600.0,15,28,1,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
173056,277585,USB-C Charging Cable,1,11.95,2019-10-02 15:28:00,"739 Jefferson St, Portland, OR 97035",10,  Portland (OR),11.95,15,28,1,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
173057,277585,Bose SoundSport Headphones,1,99.99,2019-10-02 15:28:00,"739 Jefferson St, Portland, OR 97035",10,  Portland (OR),99.99,15,28,1,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
173058,277586,Google Phone,1,600.0,2019-10-08 14:29:00,"180 7th St, San Francisco, CA 94016",10,  San Francisco (CA),600.0,14,29,1,"Google Phone,Wired Headphones"
173059,277586,Wired Headphones,1,11.99,2019-10-08 14:29:00,"180 7th St, San Francisco, CA 94016",10,  San Francisco (CA),11.99,14,29,1,"Google Phone,Wired Headphones"
173081,277608,Lightning Charging Cable,1,14.95,2019-10-26 19:11:00,"694 River St, Boston, MA 02215",10,  Boston (MA),14.95,19,11,1,"Lightning Charging Cable,USB-C Charging Cable"
173082,277608,USB-C Charging Cable,1,11.95,2019-10-26 19:11:00,"694 River St, Boston, MA 02215",10,  Boston (MA),11.95,19,11,1,"Lightning Charging Cable,USB-C Charging Cable"
173095,277621,iPhone,1,700.0,2019-10-12 08:49:00,"681 Maple St, San Francisco, CA 94016",10,  San Francisco (CA),700.0,8,49,1,"iPhone,Apple Airpods Headphones"
173096,277621,Apple Airpods Headphones,1,150.0,2019-10-12 08:49:00,"681 Maple St, San Francisco, CA 94016",10,  San Francisco (CA),150.0,8,49,1,"iPhone,Apple Airpods Headphones"
173098,277623,USB-C Charging Cable,1,11.95,2019-10-03 09:37:00,"450 Washington St, San Francisco, CA 94016",10,  San Francisco (CA),11.95,9,37,1,"USB-C Charging Cable,Apple Airpods Headphones"
